IDS_PROPITEM_TXT_000000	一般
IDS_PROPITEM_TXT_011674	基础沙发(公会) 1Lv
IDS_PROPITEM_TXT_011675	可以在公会小屋中布置的基础沙发。布置时，公会会员全体体力提升 1。
IDS_PROPITEM_TXT_011676	基础书柜(公会) 1Lv
IDS_PROPITEM_TXT_011677	可以在公会小屋中布置的基础书柜。布置时，公会会员全体智力提升 1。
IDS_PROPITEM_TXT_011678	基础床头桌(公会) 1Lv
IDS_PROPITEM_TXT_011679	可以在公会小屋中布置的基础床头桌。布置时，公会会员全体敏捷提升 1。
IDS_PROPITEM_TXT_011680	基础椅子(公会) 1Lv
IDS_PROPITEM_TXT_011681	可以在公会小屋中布置的基础椅子。布置时，公会会员全体力量提升 1。
IDS_PROPITEM_TXT_011682	基础桌(公会) 1Lv
IDS_PROPITEM_TXT_011683	可以在公会小屋中布置的基础桌。布置时，公会会员全体隔挡率提升 1%。
IDS_PROPITEM_TXT_011684	基础地板
IDS_PROPITEM_TXT_011685	可以在公会小屋中布置的基础地板。布置时，公会会员全体移动速度提升 2%。
IDS_PROPITEM_TXT_011686	基础壁纸
IDS_PROPITEM_TXT_011687	可以在公会小屋中布置的基础壁纸。布置时，公会会员全体攻击速度提升 2%，魔法施展速度减少 1%。
IDS_PROPITEM_TXT_011688	史卡尔顿将军武器1
IDS_PROPITEM_TXT_011689	
IDS_PROPITEM_TXT_011690	史卡尔顿将军武器2
IDS_PROPITEM_TXT_011691	
IDS_PROPITEM_TXT_011692	史卡尔顿将军武器3
IDS_PROPITEM_TXT_011693	
IDS_PROPITEM_TXT_011694	史卡尔顿魔王武器1
IDS_PROPITEM_TXT_011695	
IDS_PROPITEM_TXT_011696	史卡尔顿魔王武器2
IDS_PROPITEM_TXT_011697	
IDS_PROPITEM_TXT_011698	史卡尔顿魔王武器3
IDS_PROPITEM_TXT_011699	
IDS_PROPITEM_TXT_011700	神秘战士的工具箱
IDS_PROPITEM_TXT_011701	可以打开所有东西的神秘工具箱。
IDS_PROPITEM_TXT_011702	灵魂红宝石戒指
IDS_PROPITEM_TXT_011703	
IDS_PROPITEM_TXT_011704	灵魂金刚石戒指
IDS_PROPITEM_TXT_011705	
IDS_PROPITEM_TXT_011706	灵魂蓝宝石戒指
IDS_PROPITEM_TXT_011707	
IDS_PROPITEM_TXT_011708	灵魂绿宝石戒指
IDS_PROPITEM_TXT_011709	
IDS_PROPITEM_TXT_011710	灵魂的迪莫耳环
IDS_PROPITEM_TXT_011711	
IDS_PROPITEM_TXT_011712	灵魂的普拉格耳环
IDS_PROPITEM_TXT_011713	
IDS_PROPITEM_TXT_011714	灵魂的钴文项链
IDS_PROPITEM_TXT_011715	
IDS_PROPITEM_TXT_011716	灵魂的媚丹项链
IDS_PROPITEM_TXT_011717	
IDS_PROPITEM_TXT_011718	灵魂的妃炫项链
IDS_PROPITEM_TXT_011719	
IDS_PROPITEM_TXT_011720	灵魂的古媚丹项链
IDS_PROPITEM_TXT_011721	
IDS_PROPITEM_TXT_011722	灵魂的魔法耳环
IDS_PROPITEM_TXT_011723	
IDS_PROPITEM_TXT_011724	灵魂的生长耳环
IDS_PROPITEM_TXT_011725	
IDS_PROPITEM_TXT_011726	幸运之动力箱子(物理)
IDS_PROPITEM_TXT_011727	可获得和物理攻击以及防御相关的Lv2动力1个。
IDS_PROPITEM_TXT_011728	幸运之动力箱子(魔法)
IDS_PROPITEM_TXT_011729	可获得和魔法攻击以及防御相关的Lv2动力1个。
IDS_PROPITEM_TXT_011730	恐惧箱子(动力)
IDS_PROPITEM_TXT_011731	
IDS_PROPITEM_TXT_011732	恐惧箱子(饰品)
IDS_PROPITEM_TXT_011733	
IDS_PROPITEM_TXT_011734	FITA饼干(女)
IDS_PROPITEM_TXT_011735	增加移动速度的FITA饼干
IDS_PROPITEM_TXT_011736	FITA饼干(I)
IDS_PROPITEM_TXT_011737	增加防御力的FITA饼干
IDS_PROPITEM_TXT_011738	FITA饼干(T)
IDS_PROPITEM_TXT_011739	增加攻击力的FITA饼干
IDS_PROPITEM_TXT_011740	FITA饼干(A)
IDS_PROPITEM_TXT_011741	增加所有属性的FITA饼干
IDS_PROPITEM_TXT_011742	FITA披风箱子
IDS_PROPITEM_TXT_011743	
IDS_PROPITEM_TXT_011744	FITA pack
IDS_PROPITEM_TXT_011745	
IDS_PROPITEM_TXT_011746	FITA披风箱子
IDS_PROPITEM_TXT_011747	装有FITA披风30天的箱子
IDS_PROPITEM_TXT_011748	重置(力量) 低等
IDS_PROPITEM_TXT_011749	初始化在力量上投资的能力值50个。
IDS_PROPITEM_TXT_011750	重置(敏捷) 低等
IDS_PROPITEM_TXT_011751	初始化在敏捷上投资的能力值50个。
IDS_PROPITEM_TXT_011752	重置(体力) 低等
IDS_PROPITEM_TXT_011753	初始化在体力上投资的能力值50个。
IDS_PROPITEM_TXT_011754	重置(智力) 低等
IDS_PROPITEM_TXT_011755	初始化在智力上投资的能力值50个。
IDS_PROPITEM_TXT_011756	沙丁鱼面包
IDS_PROPITEM_TXT_011757	用沙丁鱼和鲜奶油制作的新面包，很好吃喔。
IDS_PROPITEM_TXT_011758	哈密瓜苏打水
IDS_PROPITEM_TXT_011759	哈密瓜口味的新饮料，如果喝下等级数的苏打水，听说可以健康地度过一整年。
IDS_PROPITEM_TXT_011760	泰拳套装(男)(7天)
IDS_PROPITEM_TXT_011761	泰拳套装(男)(7天)
IDS_PROPITEM_TXT_011762	泰拳套装(女)(7天)
IDS_PROPITEM_TXT_011763	泰拳套装(女)(7天)
IDS_PROPITEM_TXT_011764	立春箱子[拉拉安]
IDS_PROPITEM_TXT_011765	如打开可以充满欢乐
IDS_PROPITEM_TXT_011766	增益宠转换器
IDS_PROPITEM_TXT_011767	将捡宠召唤后使用此道具，可以变身为增益宠。
IDS_PROPITEM_TXT_011768	神之翼(3天)
IDS_PROPITEM_TXT_011769	
IDS_PROPITEM_TXT_011770	堕落天使之翼(3天)
IDS_PROPITEM_TXT_011771	
IDS_PROPITEM_TXT_011772	天使翅膀(白)(3天)
IDS_PROPITEM_TXT_011773	
IDS_PROPITEM_TXT_011774	预言者翅膀(白)(3天)
IDS_PROPITEM_TXT_011775	
IDS_PROPITEM_TXT_011776	爱情的巧克力
IDS_PROPITEM_TXT_011777	甜蜜的巧克力~
IDS_PROPITEM_TXT_011778	爱情的花环
IDS_PROPITEM_TXT_011779	超美的花环~可以送给你爱的对象啰~
IDS_PROPITEM_TXT_011780	爱情的信物
IDS_PROPITEM_TXT_011781	开启可以得到多样的幸福喔~
IDS_PROPITEM_TXT_011782	如虎添翼发财包
IDS_PROPITEM_TXT_011783	新年快乐~
IDS_PROPITEM_TXT_011784	十二地支披风(子)
IDS_PROPITEM_TXT_011785	
IDS_PROPITEM_TXT_011786	十二地支披风(丑)
IDS_PROPITEM_TXT_011787	
IDS_PROPITEM_TXT_011788	十二地支披风(寅)
IDS_PROPITEM_TXT_011789	
IDS_PROPITEM_TXT_011790	十二地支披风(卯)
IDS_PROPITEM_TXT_011791	
IDS_PROPITEM_TXT_011792	十二地支披风(辰)
IDS_PROPITEM_TXT_011793	
IDS_PROPITEM_TXT_011794	十二地支披风(巳)
IDS_PROPITEM_TXT_011795	
IDS_PROPITEM_TXT_011796	十二地支披风(午)
IDS_PROPITEM_TXT_011797	
IDS_PROPITEM_TXT_011798	十二地支披风(未)
IDS_PROPITEM_TXT_011799	
IDS_PROPITEM_TXT_011800	十二地支披风(申)
IDS_PROPITEM_TXT_011801	
IDS_PROPITEM_TXT_011802	十二地支披风(酉)
IDS_PROPITEM_TXT_011803	
IDS_PROPITEM_TXT_011804	十二地支披风(戌)
IDS_PROPITEM_TXT_011805	
IDS_PROPITEM_TXT_011806	十二地支披风(亥)
IDS_PROPITEM_TXT_011807	
IDS_PROPITEM_TXT_011808	飞天鲨鱼滑板
IDS_PROPITEM_TXT_011809	
IDS_PROPITEM_TXT_011810	微笑滑板
IDS_PROPITEM_TXT_011811	
IDS_PROPITEM_TXT_011812	福袋
IDS_PROPITEM_TXT_011813	
IDS_PROPITEM_TXT_011814	珍贵新手 1阶段卷
IDS_PROPITEM_TXT_011815	可交换15级防具物品的礼券。
IDS_PROPITEM_TXT_011816	珍贵新手 2阶段卷
IDS_PROPITEM_TXT_011817	可交换45级防具物品的礼券。
IDS_PROPITEM_TXT_011818	珍贵新手 3阶段卷
IDS_PROPITEM_TXT_011819	可交换90级防具物品的礼券。
IDS_PROPITEM_TXT_011820	莎丁箱子(男)
IDS_PROPITEM_TXT_011821	装有神职者 15级+3精炼过的防具的箱子。
IDS_PROPITEM_TXT_011822	莎丁箱子(女)
IDS_PROPITEM_TXT_011823	装有神职者 15级+3精炼过的防具的箱子。
IDS_PROPITEM_TXT_011824	佩达箱子(男)
IDS_PROPITEM_TXT_011825	装有勇者 15级+3精炼过的防具的箱子。
IDS_PROPITEM_TXT_011826	佩达箱子(女)
IDS_PROPITEM_TXT_011827	装有勇者 15级+3精炼过的防具的箱子。
IDS_PROPITEM_TXT_011828	西欧箱子(男)
IDS_PROPITEM_TXT_011829	装有魔法师15级+3精炼过的防具的箱子。
IDS_PROPITEM_TXT_011830	西欧箱子(女)
IDS_PROPITEM_TXT_011831	装有魔法师15级+3精炼过的防具的箱子。
IDS_PROPITEM_TXT_011832	斯尔雷宾箱子(男)
IDS_PROPITEM_TXT_011833	装有杂技员 15级+3精炼过的防具的箱子。
IDS_PROPITEM_TXT_011834	斯尔雷宾箱子(女)
IDS_PROPITEM_TXT_011835	装有杂技员 15级+3精炼过的防具的箱子。
IDS_PROPITEM_TXT_011836	维基箱子(男)
IDS_PROPITEM_TXT_011837	装有神职者 45级+3精炼过的防具的箱子。
IDS_PROPITEM_TXT_011838	维基箱子(女)
IDS_PROPITEM_TXT_011839	装有神职者 45级+3精炼过的防具的箱子。
IDS_PROPITEM_TXT_011840	庞克力箱子(男)
IDS_PROPITEM_TXT_011841	装有勇者 45级+3精炼过的防具的箱子。
IDS_PROPITEM_TXT_011842	庞克力箱子(女)
IDS_PROPITEM_TXT_011843	装有勇者 45级+3精炼过的防具的箱子。
IDS_PROPITEM_TXT_011844	泰巴箱子(男)
IDS_PROPITEM_TXT_011845	装有魔法师45级+3精炼过的防具的箱子。
IDS_PROPITEM_TXT_011846	泰巴箱子(女)
IDS_PROPITEM_TXT_011847	装有魔法师45级+3精炼过的防具的箱子。
IDS_PROPITEM_TXT_011848	克路裘箱子(男)
IDS_PROPITEM_TXT_011849	装有杂技员 45级+3精炼过的防具的箱子。
IDS_PROPITEM_TXT_011850	克路裘箱子(女)
IDS_PROPITEM_TXT_011851	装有杂技员 45级+3精炼过的防具的箱子。
IDS_PROPITEM_TXT_011852	阿肯特箱子(男)
IDS_PROPITEM_TXT_011853	装有爆咒师 90级+5精炼过的防具的箱子。
IDS_PROPITEM_TXT_011854	阿肯特箱子(女)
IDS_PROPITEM_TXT_011855	装有爆咒师 90级+5精炼过的防具的箱子。
IDS_PROPITEM_TXT_011856	修本箱子(男)
IDS_PROPITEM_TXT_011857	装有守护者 90级+5精炼过的防具的箱子。
IDS_PROPITEM_TXT_011858	修本箱子(女)
IDS_PROPITEM_TXT_011859	装有守护者 90级+5精炼过的防具的箱子。
IDS_PROPITEM_TXT_011860	戴伊斯特箱子(男)
IDS_PROPITEM_TXT_011861	装有暗杀者 90级+5精炼过之防具的箱子。
IDS_PROPITEM_TXT_011862	戴伊斯特箱子(女)
IDS_PROPITEM_TXT_011863	装有暗杀者 90级+5精炼过之防具的箱子。
IDS_PROPITEM_TXT_011864	维斯箱子(男)
IDS_PROPITEM_TXT_011865	装有骑士 90等级+5精炼过的防具的箱子。
IDS_PROPITEM_TXT_011866	维斯箱子(女)
IDS_PROPITEM_TXT_011867	装有骑士 90等级+5精炼过的防具的箱子。
IDS_PROPITEM_TXT_011868	艾尔达箱子(男)
IDS_PROPITEM_TXT_011869	装有研术者 90级+5精炼过之防具的箱子。
IDS_PROPITEM_TXT_011870	艾尔达箱子(女)
IDS_PROPITEM_TXT_011871	装有研术者 90级+5精炼过之防具的箱子。
IDS_PROPITEM_TXT_011872	吉尼尔箱子(男)
IDS_PROPITEM_TXT_011873	装有念力师 90级+5精炼过的防具的箱子。
IDS_PROPITEM_TXT_011874	吉尼尔箱子(女)
IDS_PROPITEM_TXT_011875	装有念力师 90级+5精炼过的防具的箱子。
IDS_PROPITEM_TXT_011876	利斯特罗箱子(男)
IDS_PROPITEM_TXT_011877	装有操偶师 90级+5精炼过的防具的箱子。
IDS_PROPITEM_TXT_011878	利斯特罗箱子(女)
IDS_PROPITEM_TXT_011879	装有操偶师 90级+5精炼过的防具的箱子。
IDS_PROPITEM_TXT_011880	亚斯兰箱子(男)
IDS_PROPITEM_TXT_011881	装有浪人 90级+5精炼过的防具的箱子。
IDS_PROPITEM_TXT_011882	亚斯兰箱子(女)
IDS_PROPITEM_TXT_011883	装有浪人 90级+5精炼过的防具的箱子。
IDS_PROPITEM_TXT_011884	遗失的福袋
IDS_PROPITEM_TXT_011885	波普的师傅遗失的福袋。
IDS_PROPITEM_TXT_011886	新年帽(男)
IDS_PROPITEM_TXT_011887	
IDS_PROPITEM_TXT_011888	新年衣(男)
IDS_PROPITEM_TXT_011889	
IDS_PROPITEM_TXT_011890	新年手套(男)
IDS_PROPITEM_TXT_011891	
IDS_PROPITEM_TXT_011892	新年鞋(男)
IDS_PROPITEM_TXT_011893	
IDS_PROPITEM_TXT_011894	新年套装(男)
IDS_PROPITEM_TXT_011895	装有男性新年套装的箱子。
IDS_PROPITEM_TXT_011896	新年帽(女)
IDS_PROPITEM_TXT_011897	
IDS_PROPITEM_TXT_011898	新年衣(女)
IDS_PROPITEM_TXT_011899	
IDS_PROPITEM_TXT_011900	新年手套(女)
IDS_PROPITEM_TXT_011901	
IDS_PROPITEM_TXT_011902	新年鞋(女)
IDS_PROPITEM_TXT_011903	
IDS_PROPITEM_TXT_011904	新年套装(女)
IDS_PROPITEM_TXT_011905	装有女性新年套装的箱子。
IDS_PROPITEM_TXT_011906	沙漠狐狸
IDS_PROPITEM_TXT_011907	召唤或是解除沙漠狐狸。
IDS_PROPITEM_TXT_011908	勇猛猎犬
IDS_PROPITEM_TXT_011909	召唤或是解除勇猛猎犬。
IDS_PROPITEM_TXT_011910	小雪女
IDS_PROPITEM_TXT_011911	召唤或是解除小雪女。
IDS_PROPITEM_TXT_011912	笨笨无尾熊
IDS_PROPITEM_TXT_011913	召唤或是解除笨笨无尾熊。
IDS_PROPITEM_TXT_011914	龙珠帽(男)
IDS_PROPITEM_TXT_011915	
IDS_PROPITEM_TXT_011916	龙珠服饰(男)
IDS_PROPITEM_TXT_011917	
IDS_PROPITEM_TXT_011918	龙珠手套(男)
IDS_PROPITEM_TXT_011919	
IDS_PROPITEM_TXT_011920	龙珠鞋(男)
IDS_PROPITEM_TXT_011921	
IDS_PROPITEM_TXT_011922	龙珠套装(男)
IDS_PROPITEM_TXT_011923	
IDS_PROPITEM_TXT_011924	性感旗袍帽(女)
IDS_PROPITEM_TXT_011925	
IDS_PROPITEM_TXT_011926	性感旗袍服饰(女)
IDS_PROPITEM_TXT_011927	
IDS_PROPITEM_TXT_011928	性感旗袍手套(女)
IDS_PROPITEM_TXT_011929	
IDS_PROPITEM_TXT_011930	性感旗袍鞋(女)
IDS_PROPITEM_TXT_011931	
IDS_PROPITEM_TXT_011932	性感旗袍套装(女)
IDS_PROPITEM_TXT_011933	
IDS_PROPITEM_TXT_011934	幸运天使翅膀箱
IDS_PROPITEM_TXT_011935	
IDS_PROPITEM_TXT_011936	幸运预言家翅膀箱
IDS_PROPITEM_TXT_011937	
IDS_PROPITEM_TXT_011938	3叶红花草
IDS_PROPITEM_TXT_011939	
IDS_PROPITEM_TXT_011940	4叶红花草
IDS_PROPITEM_TXT_011941	
IDS_PROPITEM_TXT_011942	绿根啤酒
IDS_PROPITEM_TXT_011943	10分钟内，移动速度+5%，最大HP+100
IDS_PROPITEM_TXT_011944	圣帕特里克的宝箱
IDS_PROPITEM_TXT_011945	
IDS_PROPITEM_TXT_011946	4叶红花草披风
IDS_PROPITEM_TXT_011947	
IDS_PROPITEM_TXT_011948	爱情的蜡烛
IDS_PROPITEM_TXT_011949	在找到情人时，邱比特点燃的蜡烛。如果蜡烛熄灭了，情人就会吵架，所以由邱比特管理中。
IDS_PROPITEM_TXT_011950	邱比特的褒奖
IDS_PROPITEM_TXT_011951	里面有很多种的礼物喔～
IDS_PROPITEM_TXT_011952	咧嘴猫
IDS_PROPITEM_TXT_011953	召唤或是解除咧嘴猫
IDS_PROPITEM_TXT_011954	三月兔
IDS_PROPITEM_TXT_011955	召唤或是解除三月兔
IDS_PROPITEM_TXT_011956	可爱白虎
IDS_PROPITEM_TXT_011957	召唤或是解除可爱白虎
IDS_PROPITEM_TXT_011958	疯帽客帽子(男)
IDS_PROPITEM_TXT_011959	
IDS_PROPITEM_TXT_011960	疯帽客衣服(男)
IDS_PROPITEM_TXT_011961	
IDS_PROPITEM_TXT_011962	疯帽客手套(男)
IDS_PROPITEM_TXT_011963	
IDS_PROPITEM_TXT_011964	疯帽客鞋子(男)
IDS_PROPITEM_TXT_011965	
IDS_PROPITEM_TXT_011966	疯帽客套装(男)
IDS_PROPITEM_TXT_011967	
IDS_PROPITEM_TXT_011968	艾丽斯帽子(女)
IDS_PROPITEM_TXT_011969	
IDS_PROPITEM_TXT_011970	艾丽斯衣服(女)
IDS_PROPITEM_TXT_011971	
IDS_PROPITEM_TXT_011972	艾丽斯手套(女)
IDS_PROPITEM_TXT_011973	
IDS_PROPITEM_TXT_011974	艾丽斯鞋子(女)
IDS_PROPITEM_TXT_011975	
IDS_PROPITEM_TXT_011976	艾丽斯套装(女)
IDS_PROPITEM_TXT_011977	
IDS_PROPITEM_TXT_011978	斑驳的箱子
IDS_PROPITEM_TXT_011979	
IDS_PROPITEM_TXT_011980	神秘的箱子
IDS_PROPITEM_TXT_011981	
IDS_PROPITEM_TXT_011982	小妖精帽子(男)
IDS_PROPITEM_TXT_011983	
IDS_PROPITEM_TXT_011984	小妖精衣服(男)
IDS_PROPITEM_TXT_011985	
IDS_PROPITEM_TXT_011986	小妖精手套(男)
IDS_PROPITEM_TXT_011987	
IDS_PROPITEM_TXT_011988	小妖精鞋子(男)
IDS_PROPITEM_TXT_011989	
IDS_PROPITEM_TXT_011990	小妖精套装(男)
IDS_PROPITEM_TXT_011991	
IDS_PROPITEM_TXT_011992	小妖精帽子(女)
IDS_PROPITEM_TXT_011993	
IDS_PROPITEM_TXT_011994	小妖精衣服(女)
IDS_PROPITEM_TXT_011995	
IDS_PROPITEM_TXT_011996	小妖精手套(女)
IDS_PROPITEM_TXT_011997	
IDS_PROPITEM_TXT_011998	小妖精鞋子(女)
IDS_PROPITEM_TXT_011999	
IDS_PROPITEM_TXT_012000	小妖精套装(女)
IDS_PROPITEM_TXT_012001	
IDS_PROPITEM_TXT_012002	彩虹箱
IDS_PROPITEM_TXT_012003	
IDS_PROPITEM_TXT_012004	小岛帽(男)
IDS_PROPITEM_TXT_012005	
IDS_PROPITEM_TXT_012006	小岛帽(女)
IDS_PROPITEM_TXT_012007	
IDS_PROPITEM_TXT_012008	小岛帽(男)箱子
IDS_PROPITEM_TXT_012009	
IDS_PROPITEM_TXT_012010	小岛帽(女)箱子
IDS_PROPITEM_TXT_012011	
IDS_PROPITEM_TXT_012012	生鸡蛋
IDS_PROPITEM_TXT_012013	
IDS_PROPITEM_TXT_012014	紫色彩蛋
IDS_PROPITEM_TXT_012015	
IDS_PROPITEM_TXT_012016	绿色彩蛋
IDS_PROPITEM_TXT_012017	
IDS_PROPITEM_TXT_012018	蓝色彩蛋
IDS_PROPITEM_TXT_012019	
IDS_PROPITEM_TXT_012020	红色彩蛋
IDS_PROPITEM_TXT_012021	
IDS_PROPITEM_TXT_012022	天空色彩蛋
IDS_PROPITEM_TXT_012023	
IDS_PROPITEM_TXT_012024	粉红色彩蛋
IDS_PROPITEM_TXT_012025	
IDS_PROPITEM_TXT_012026	黄色彩蛋
IDS_PROPITEM_TXT_012027	
IDS_PROPITEM_TXT_012028	白色彩蛋
IDS_PROPITEM_TXT_012029	
IDS_PROPITEM_TXT_012030	灰色彩蛋
IDS_PROPITEM_TXT_012031	
IDS_PROPITEM_TXT_012032	橘色彩蛋
IDS_PROPITEM_TXT_012033	
IDS_PROPITEM_TXT_012034	复活节的篮子
IDS_PROPITEM_TXT_012035	
IDS_PROPITEM_TXT_012036	时间披风
IDS_PROPITEM_TXT_012037	
IDS_PROPITEM_TXT_012038	玫瑰披风(日本)
IDS_PROPITEM_TXT_012039	
IDS_PROPITEM_TXT_012040	樱花披风(日本)
IDS_PROPITEM_TXT_012041	
IDS_PROPITEM_TXT_012042	唤醒保护的卷轴
IDS_PROPITEM_TXT_012043	可保护道具唤醒的能力值状态。当道具再次进行唤醒时，在一定时间内，可选择原本的能力值状态或是新的能力值状态。
IDS_PROPITEM_TXT_012044	猜拳使用卷碎片
IDS_PROPITEM_TXT_012045	
IDS_PROPITEM_TXT_012046	灰色燕尾服(男) (7天) (归属)
IDS_PROPITEM_TXT_012047	男性灰色燕尾服组合
IDS_PROPITEM_TXT_012048	粉红洋装(女) (7天) (归属)
IDS_PROPITEM_TXT_012049	女性粉红洋装组合
IDS_PROPITEM_TXT_012050	一般传送机使用卷(1天)
IDS_PROPITEM_TXT_012051	
IDS_PROPITEM_TXT_012052	水晶(Lv1)(1日)
IDS_PROPITEM_TXT_012053	设置该家具时，会产生容量时间。
IDS_PROPITEM_TXT_012054	时髦沙发(公会) 1Lv(1天)
IDS_PROPITEM_TXT_012055	可以在公会小屋中布置的时髦沙发。布置时，公会会员全体体力上升 5。
IDS_PROPITEM_TXT_012056	时髦书柜(公会) 1Lv(1天)
IDS_PROPITEM_TXT_012057	可以在公会小屋中布置的时髦书柜。布置时，公会会员全体智力上升 5。
IDS_PROPITEM_TXT_012058	时髦床头桌(公会) 1Lv(1天)
IDS_PROPITEM_TXT_012059	可以在公会小屋中布置的时髦床头桌。布置时，公会会员全体敏捷上升 5。
IDS_PROPITEM_TXT_012060	时髦椅子(公会) 1Lv(1天)
IDS_PROPITEM_TXT_012061	可以在公会小屋中布置的时髦椅子。布置时，公会会员全体力量上升 2。
IDS_PROPITEM_TXT_012062	时髦桌(公会) 1Lv(1天)
IDS_PROPITEM_TXT_012063	可以在公会小屋中布置的时髦桌。布置时，公会会员全体隔挡率上升 5%。
IDS_PROPITEM_TXT_012064	时髦地板(1天)
IDS_PROPITEM_TXT_012065	可以在公会小屋中布置的时髦地板。布置时，公会会员全体移动速度提升 10%。
IDS_PROPITEM_TXT_012066	时髦壁纸(1天)
IDS_PROPITEM_TXT_012067	可以在公会小屋中布置的时髦壁纸。布置时，公会会员全体攻击速度提升 10%，魔法施展速度减少 5%。
IDS_PROPITEM_TXT_012068	圆石地板(1天)
IDS_PROPITEM_TXT_012069	明亮舒适感的地板。设置时移动速度增加 10%。
IDS_PROPITEM_TXT_012070	粗糙石地板(1天)
IDS_PROPITEM_TXT_012071	能给人明亮且舒适感的地板。攻击速度增加 10%, 魔法施展减少 5%。
IDS_PROPITEM_TXT_012072	时髦单人床(1天)
IDS_PROPITEM_TXT_012073	可演出时尚感的单人床. 设置时力量增加5
IDS_PROPITEM_TXT_012074	时髦装饰柜(1天)
IDS_PROPITEM_TXT_012075	可演出时尚感的装饰柜. 设置时敏捷增加5
IDS_PROPITEM_TXT_012076	时髦化妆台(1天)
IDS_PROPITEM_TXT_012077	可演出时尚感的化妆台. 设置时智力增加5
IDS_PROPITEM_TXT_012078	时髦长椅(1天)
IDS_PROPITEM_TXT_012079	可演出时尚感的长椅. 设置时体力增加5
IDS_PROPITEM_TXT_012080	时髦茶几(1天)
IDS_PROPITEM_TXT_012081	可演出时尚感的茶几. 设置时攻击力增加200
IDS_PROPITEM_TXT_012082	时髦衣柜(1天)
IDS_PROPITEM_TXT_012083	可演出时尚感的衣柜. 设置时防御力增加150
IDS_PROPITEM_TXT_012084	原木单人床(1天)
IDS_PROPITEM_TXT_012085	可演出自然感的单人床. 设置时力量增加 6。
IDS_PROPITEM_TXT_012086	原木装饰柜(1天)
IDS_PROPITEM_TXT_012087	可演出自然感的装饰柜. 设置时敏捷增加 6。
IDS_PROPITEM_TXT_012088	原木化妆台(1天)
IDS_PROPITEM_TXT_012089	可演出自然感的化妆台. 设置时智力增加 6 。
IDS_PROPITEM_TXT_012090	原木长椅(1天)
IDS_PROPITEM_TXT_012091	可演出自然感的长椅. 设置时体力增加 6 。
IDS_PROPITEM_TXT_012092	原木茶几(1天)
IDS_PROPITEM_TXT_012093	可演出自然感的茶几. 设置时攻击力增加 240。
IDS_PROPITEM_TXT_012094	原木衣柜(1天)
IDS_PROPITEM_TXT_012095	可演出自然感的衣柜. 设置时防御力增加 180。
IDS_PROPITEM_TXT_012096	爱心单人床(1天)
IDS_PROPITEM_TXT_012097	可演出爱情感的单人床. 设置时力量增加 7。
IDS_PROPITEM_TXT_012098	爱心装饰柜(1天)
IDS_PROPITEM_TXT_012099	可演出爱情感的装饰柜. 设置时敏捷增加7。
IDS_PROPITEM_TXT_012100	爱心化妆台(1天)
IDS_PROPITEM_TXT_012101	可演出爱情感的化妆台. 设置时智力增加7。
IDS_PROPITEM_TXT_012102	爱心长椅(1天)
IDS_PROPITEM_TXT_012103	可演出爱情感的长椅. 设置时体力增加7。
IDS_PROPITEM_TXT_012104	爱心茶几(1天)
IDS_PROPITEM_TXT_012105	可演出爱情感的茶几. 设置时攻击力增加280。
IDS_PROPITEM_TXT_012106	爱心衣柜(1天)
IDS_PROPITEM_TXT_012107	可演出爱情感的衣柜. 设置时防御力增加210。
IDS_PROPITEM_TXT_012108	力量之动力(等级2)(1天)
IDS_PROPITEM_TXT_012109	使力量增加的动力
IDS_PROPITEM_TXT_012110	敏捷之动力(等级2)(1天)
IDS_PROPITEM_TXT_012111	使敏捷增加的动力
IDS_PROPITEM_TXT_012112	智能之动力(等级2)(1天)
IDS_PROPITEM_TXT_012113	使智力增加的动力
IDS_PROPITEM_TXT_012114	体力之动力(等级2)(1天)
IDS_PROPITEM_TXT_012115	使体力增加的动力
IDS_PROPITEM_TXT_012116	增加伤害之动力(等级2)(1天)
IDS_PROPITEM_TXT_012117	使伤害增加的动力
IDS_PROPITEM_TXT_012118	快速施展之动力(等级2)(1天)
IDS_PROPITEM_TXT_012119	使施展时间减少的动力
IDS_PROPITEM_TXT_012120	咒文极大化之动力(等级2)(1天)
IDS_PROPITEM_TXT_012121	使咒文极大化机率增加的动力
IDS_PROPITEM_TXT_012122	近距离隔挡之动力(等级2)(1天)
IDS_PROPITEM_TXT_012123	使近距离隔挡率增加的动力
IDS_PROPITEM_TXT_012124	远距离隔挡之动力(等级2)(1天)
IDS_PROPITEM_TXT_012125	使远距离隔挡率增加的动力
IDS_PROPITEM_TXT_012126	敏锐之动力(等级2)(1天)
IDS_PROPITEM_TXT_012127	使致命打击机率增加的动力
IDS_PROPITEM_TXT_012128	灵巧之动力(等级2)(1天)
IDS_PROPITEM_TXT_012129	致命打击时追加伤害的动力
IDS_PROPITEM_TXT_012130	风之动力(等级2)(1天)
IDS_PROPITEM_TXT_012131	使移动速度增加的动力
IDS_PROPITEM_TXT_012132	命中之动力(等级2)(1天)
IDS_PROPITEM_TXT_012133	使命中率增加的动力
IDS_PROPITEM_TXT_012134	快手之动力(等级2)(1天)
IDS_PROPITEM_TXT_012135	使攻击速度增加的动力
IDS_PROPITEM_TXT_012136	攻击之动力(等级2)(1天)
IDS_PROPITEM_TXT_012137	使攻击力增加的动力
IDS_PROPITEM_TXT_012138	防御之动力(等级2)(1天)
IDS_PROPITEM_TXT_012139	使防御力增加的动力
