IDS_PROPITEM_TXT_000000	Default
IDS_PROPITEM_TXT_008166	Pirate Shoes (F)
IDS_PROPITEM_TXT_008167	Böse, aber charismatische Piratenstiefel für Frauen.
IDS_PROPITEM_TXT_008168	Pirate Set (F)
IDS_PROPITEM_TXT_008169	Böses, aber charismatisches Piratenset für Frauen.
IDS_PROPITEM_TXT_008170	Baby Penguin
IDS_PROPITEM_TXT_008171	Süßer Baby Pinguin, der dir überall hin folgt und deine Items einsammelt.
IDS_PROPITEM_TXT_008172	Baby Iguana
IDS_PROPITEM_TXT_008173	Ein kleiner Leguan, der dir überall hin folgt und Gegenstände für dich aufsammelt.
IDS_PROPITEM_TXT_008174	Baby Cobra
IDS_PROPITEM_TXT_008175	Süße Baby Cobra. Giftig aber beißt nicht, sondern sammelt Gegenstände für dich auf.
IDS_PROPITEM_TXT_008176	Schnick Schnack Schnuck Coupon
IDS_PROPITEM_TXT_008177	Ein Coupon, der es dir erlaubt Schnick Schnack Schnuck zu spielen.
IDS_PROPITEM_TXT_008178	Seedling(Internal)
IDS_PROPITEM_TXT_008179	Öffne es und genieße dein Geschenk!
IDS_PROPITEM_TXT_008180	Young Seedling
IDS_PROPITEM_TXT_008181	Sammle einige und bekomm eine Belohnung!
IDS_PROPITEM_TXT_008182	Spring Gift Box 50(Internal)
IDS_PROPITEM_TXT_008183	Öffne es und genieße dein Geschenk!
IDS_PROPITEM_TXT_008184	Spring Gift Box 150(Internal)
IDS_PROPITEM_TXT_008185	Öffne es und genieße dein Geschenk!
IDS_PROPITEM_TXT_008186	Spring Gift Box 200(Internal)
IDS_PROPITEM_TXT_008187	Öffne es und genieße dein Geschenk!
IDS_PROPITEM_TXT_008188	Spring Gift Box 500(Internal)
IDS_PROPITEM_TXT_008189	Hier können viel Geschenke drin sein! Viel Spass damit!
IDS_PROPITEM_TXT_008190	Catsin Set (M)
IDS_PROPITEM_TXT_008191	Catsin Kostüm für Männer.
IDS_PROPITEM_TXT_008192	Catsin Set (F)
IDS_PROPITEM_TXT_008193	Catsin Kostüm für Frauen.
IDS_PROPITEM_TXT_008194	Vampire Hat (M)
IDS_PROPITEM_TXT_008195	Furchterregender Vampirhut für Männer.
IDS_PROPITEM_TXT_008196	Vampire Suit (M)
IDS_PROPITEM_TXT_008197	Furchterregende Vampirkluft für Männer.
IDS_PROPITEM_TXT_008198	Vampire Gloves (M)
IDS_PROPITEM_TXT_008199	Furchterregende Vampirhandschuhe für Männer.
IDS_PROPITEM_TXT_008200	Vampire Shoes (M)
IDS_PROPITEM_TXT_008201	Furchterregende Vampirschuhe für Männer.
IDS_PROPITEM_TXT_008202	Vampire Set (M)
IDS_PROPITEM_TXT_008203	Furchterregendes Vampirset für Männer.
IDS_PROPITEM_TXT_008204	Vampire Hat (F)
IDS_PROPITEM_TXT_008205	Furchterregender Vampirhut für Frauen.
IDS_PROPITEM_TXT_008206	Vampire Suit (F)
IDS_PROPITEM_TXT_008207	Furchterregende Vampirkluft für Frauen.
IDS_PROPITEM_TXT_008208	Vampire Gloves (F)
IDS_PROPITEM_TXT_008209	Furchterregende Vampirhandschuhe für Frauen.
IDS_PROPITEM_TXT_008210	Vampire Shoes (F)
IDS_PROPITEM_TXT_008211	Furchterregende Vampirschuhe für Frauen.
IDS_PROPITEM_TXT_008212	Vampire Set (F)
IDS_PROPITEM_TXT_008213	Furchterregendes Vampirset für Frauen.
IDS_PROPITEM_TXT_008214	Chinese Ghost Hat (M)
IDS_PROPITEM_TXT_008215	Ein Chinese Ghost Hat für Männer.
IDS_PROPITEM_TXT_008216	Chinese Ghost Suit (M)
IDS_PROPITEM_TXT_008217	Eine Chinese Ghost Suit für Männer.
IDS_PROPITEM_TXT_008218	Chinese Ghost Shoes (M)
IDS_PROPITEM_TXT_008219	Chinese Ghost Shoes für Männer.
IDS_PROPITEM_TXT_008220	Chinese Ghost Set (M)
IDS_PROPITEM_TXT_008221	Chinese Ghost Set für Männer.
IDS_PROPITEM_TXT_008222	Chinese Ghost Hat (F)
IDS_PROPITEM_TXT_008223	Ein Chinese Ghost Hat für Frauen.
IDS_PROPITEM_TXT_008224	Chinese Ghost Suit (F)
IDS_PROPITEM_TXT_008225	Eine Chinese Ghost Suit für Frauen.
IDS_PROPITEM_TXT_008226	Chinese Ghost Shoes (F)
IDS_PROPITEM_TXT_008227	Chinese Ghost Shoes für Frauen.
IDS_PROPITEM_TXT_008228	Chinese Ghost Set (F)
IDS_PROPITEM_TXT_008229	Chinese Ghost Set für Frauen.
IDS_PROPITEM_TXT_008230	Royal Cook Hat (M)
IDS_PROPITEM_TXT_008231	Orientalischer und königlicher Kochhut für Männer.
IDS_PROPITEM_TXT_008232	Royal Cook Suit (M)
IDS_PROPITEM_TXT_008233	Orientalische und königliche Kochkleidung für Männer.
IDS_PROPITEM_TXT_008234	Royal Cook Shoes (M)
IDS_PROPITEM_TXT_008235	Orientalische und königliche Kochschuhe für Männer.
IDS_PROPITEM_TXT_008236	Royal Cook Set (M)
IDS_PROPITEM_TXT_008237	Orientalisches und königliches Kochset für Männer.
IDS_PROPITEM_TXT_008238	Royal Cook Hat (F)
IDS_PROPITEM_TXT_008239	Orientalischer und königlicher Kochhut für Frauen.
IDS_PROPITEM_TXT_008240	Royal Cook Suit (F)
IDS_PROPITEM_TXT_008241	Orientalische und königliche Kochkleidung für Frauen.
IDS_PROPITEM_TXT_008242	Royal Cook Shoes (F)
IDS_PROPITEM_TXT_008243	Orientalische und königliche Kochschuhe für Frauen.
IDS_PROPITEM_TXT_008244	Royal Cook Set (F)
IDS_PROPITEM_TXT_008245	Orientalisches und königliches Kochset für Frauen.
IDS_PROPITEM_TXT_008246	Lucky Box (Glasses A)
IDS_PROPITEM_TXT_008247	Wenn du Glück hast, kannst du eine von mehreren verschiedenen Brillen aus dieser Box erhalten.
IDS_PROPITEM_TXT_008248	Lucky Box (Glasses B)
IDS_PROPITEM_TXT_008249	Wenn du Glück hast, kannst du eine von mehreren verschiedenen Brillen aus dieser Box erhalten.
IDS_PROPITEM_TXT_008250	Diamond for EXP
IDS_PROPITEM_TXT_008251	Ein Diamant, der die Menge der erhaltenen Exp erhöht.
IDS_PROPITEM_TXT_008252	Emerald for EXP
IDS_PROPITEM_TXT_008253	Ein Smaragd, der die Menge der erhaltenen Exp erhöht.
IDS_PROPITEM_TXT_008254	Sapphire for EXP
IDS_PROPITEM_TXT_008255	Ein Saphir, der die Menge der erhaltenen Exp erhöht.
IDS_PROPITEM_TXT_008256	Ruby for EXP
IDS_PROPITEM_TXT_008257	Ein Rubin, der die Menge der erhaltenen Exp erhöht.
IDS_PROPITEM_TXT_008258	Topaz for EXP
IDS_PROPITEM_TXT_008259	Ein Topaz, der die Menge der erhaltenen Exp erhöht.
IDS_PROPITEM_TXT_008260	Diamond for Reflecting Damage
IDS_PROPITEM_TXT_008261	Ein Diamant, der einen Teil des erlittenen Schadens auf den Angreifer zurück reflektiert.
IDS_PROPITEM_TXT_008262	Emerald for Reflecting Damage
IDS_PROPITEM_TXT_008263	Ein Smaragd, der einen Teil des erlittenen Schadens auf den Angreifer zurück reflektiert.
IDS_PROPITEM_TXT_008264	Sapphire for Reflecting Damage
IDS_PROPITEM_TXT_008265	Ein Saphir, der einen Teil des erlittenen Schadens auf den Angreifer zurück reflektiert.
IDS_PROPITEM_TXT_008266	Ruby for Reflecting Damage
IDS_PROPITEM_TXT_008267	Ein Rubin, der einen Teil des erlittenen Schadens auf den Angreifer zurück reflektiert.
IDS_PROPITEM_TXT_008268	Topaz for Reflecting Damage
IDS_PROPITEM_TXT_008269	Ein Topaz, der einen Teil des erlittenen Schadens auf den Angreifer zurück reflektiert.
IDS_PROPITEM_TXT_008270	Diamond for Bloodsucking
IDS_PROPITEM_TXT_008271	Ein Diamant, der durch eine normale Attacke Blut(HP) entzieht.
IDS_PROPITEM_TXT_008272	Emerald for Bloodsucking
IDS_PROPITEM_TXT_008273	Ein Smaragd, der durch eine normale Attacke Blut(HP) entzieht.
IDS_PROPITEM_TXT_008274	Sapphire for Bloodsucking
IDS_PROPITEM_TXT_008275	Ein Saphir, der durch eine normale Attacke Blut(HP) entzieht.
IDS_PROPITEM_TXT_008276	Ruby for Bloodsucking
IDS_PROPITEM_TXT_008277	Ein Rubin, der durch eine normale Attacke Blut(HP) entzieht.
IDS_PROPITEM_TXT_008278	Topaz for Bloodsucking
IDS_PROPITEM_TXT_008279	EinTopaz, der durch eine normale Attacke Blut(HP) entzieht.
IDS_PROPITEM_TXT_008280	Diamond for Harsh Damage
IDS_PROPITEM_TXT_008281	Ein Diamant, der den Angriffsschaden gegen Monster um 1 erhöht.
IDS_PROPITEM_TXT_008282	Emerald for Harsh Damage
IDS_PROPITEM_TXT_008283	Ein Smaragd, der den Angriffsschaden gegen Monster um 1 erhöht.
IDS_PROPITEM_TXT_008284	Sapphire for Harsh Damage
IDS_PROPITEM_TXT_008285	Ein Saphir, der den Angriffsschaden gegen Monster um 1 erhöht.
IDS_PROPITEM_TXT_008286	Ruby for Harsh Damage
IDS_PROPITEM_TXT_008287	Ein Rubin, der den Angriffsschaden gegen Monster um 1 erhöht.
IDS_PROPITEM_TXT_008288	Topaz for Harsh Damage
IDS_PROPITEM_TXT_008289	Ein Topaz, der den Angriffsschaden gegen Monster um 1 erhöht.
IDS_PROPITEM_TXT_008290	Diamond for Cruel Damage
IDS_PROPITEM_TXT_008291	Ein Diamant, der den Schaden bei einem Duell um 2 erhöht.
IDS_PROPITEM_TXT_008292	Emerald for Cruel Damage
IDS_PROPITEM_TXT_008293	Smaragd, der den Schaden bei einem Duell um 2 erhöht.
IDS_PROPITEM_TXT_008294	Sapphire for Cruel Damage
IDS_PROPITEM_TXT_008295	Ein Saphir, der den Schaden bei einem Duell um 2 erhöht.
IDS_PROPITEM_TXT_008296	Ruby for Cruel Damage
IDS_PROPITEM_TXT_008297	Ein Rubin, der den Schaden bei einem Duell um 2 erhöht.
IDS_PROPITEM_TXT_008298	Topaz for Cruel Damage
IDS_PROPITEM_TXT_008299	Ein Topaz, der den Schaden bei einem Duell um 2 erhöht.
IDS_PROPITEM_TXT_008300	Diamond for Power
IDS_PROPITEM_TXT_008301	Ein Diamant, der die Ausdauer erhöht.
IDS_PROPITEM_TXT_008302	Emerald for Power
IDS_PROPITEM_TXT_008303	Ein Smaragd, der die Ausdauer erhöht.
IDS_PROPITEM_TXT_008304	Sapphire for Power
IDS_PROPITEM_TXT_008305	Ein Saphir, der die Ausdauer erhöht.
IDS_PROPITEM_TXT_008306	Ruby for Power
IDS_PROPITEM_TXT_008307	Ein Rubin, der die Ausdauer erhöht.
IDS_PROPITEM_TXT_008308	Topaz for Power
IDS_PROPITEM_TXT_008309	Ein Topaz, der die Ausdauer erhöht.
IDS_PROPITEM_TXT_008310	Diamond for Strength
IDS_PROPITEM_TXT_008311	Ein Diamant, der die Stärke erhöht.
IDS_PROPITEM_TXT_008312	Emerald for Strength
IDS_PROPITEM_TXT_008313	Ein Smaragd, der die Stärke erhöht.
IDS_PROPITEM_TXT_008314	Sapphire for Strength
IDS_PROPITEM_TXT_008315	Ein Saphir, der die Stärke erhöht.
IDS_PROPITEM_TXT_008316	Ruby for Strength
IDS_PROPITEM_TXT_008317	Ein Rubin, der die Stärke erhöht.
IDS_PROPITEM_TXT_008318	Topaz for Strength
IDS_PROPITEM_TXT_008319	Ein Topaz, der die Stärke erhöht.
IDS_PROPITEM_TXT_008320	Diamond for Dexterity
IDS_PROPITEM_TXT_008321	Ein Diamant, der die Treffsicherheit erhöht.
IDS_PROPITEM_TXT_008322	Emerald for Dexterity
IDS_PROPITEM_TXT_008323	Ein Smaragd, der die Treffsicherheit erhöht.
IDS_PROPITEM_TXT_008324	Sapphire for Dexterity
IDS_PROPITEM_TXT_008325	Ein Saphir, der die Treffsicherheit erhöht.
IDS_PROPITEM_TXT_008326	Ruby for Dexterity
IDS_PROPITEM_TXT_008327	Ein Rubin, der die Treffsicherheit erhöht.
IDS_PROPITEM_TXT_008328	Topaz for Dexterity
IDS_PROPITEM_TXT_008329	Ein Topaz, der die Treffsicherheit erhöht.
IDS_PROPITEM_TXT_008330	Diamond for Intelligence
IDS_PROPITEM_TXT_008331	Ein Diamant, der die Intelligenz erhöht.
IDS_PROPITEM_TXT_008332	Emerald for Intelligence
IDS_PROPITEM_TXT_008333	Ein Smaragd, der die Intelligenz erhöht.
IDS_PROPITEM_TXT_008334	Sapphire for Intelligence
IDS_PROPITEM_TXT_008335	Ein Saphir, der die Intelligenz erhöht.
IDS_PROPITEM_TXT_008336	Ruby for Intelligence
IDS_PROPITEM_TXT_008337	Ein Rubin, der die Intelligenz erhöht.
IDS_PROPITEM_TXT_008338	Topaz for Intelligence
IDS_PROPITEM_TXT_008339	Ein Topaz, der die Intelligenz erhöht.
IDS_PROPITEM_TXT_008340	Scroll of SProtect (Super)
IDS_PROPITEM_TXT_008341	Eine Schriftrolle, die das Item davor schützt zu Zerbrechen, wenn man es zum ultimativen Item upgraden möchte.
IDS_PROPITEM_TXT_008342	Madrigal Guarder (M) Blue Helmet
IDS_PROPITEM_TXT_008343	Ein blauer Helm für Männer, der mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008344	Madrigal Guarder (M) Blue Suit
IDS_PROPITEM_TXT_008345	Eine blaue Rüstung für Männer, die mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008346	Madrigal Guarder (M) Blue Gloves
IDS_PROPITEM_TXT_008347	Blaue Handschuhe für Männer, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008348	Madrigal Guarder (M) Blue Boots
IDS_PROPITEM_TXT_008349	Blaue Stiefel für Männer, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008350	Madrigal Guarder (M) Blue Set
IDS_PROPITEM_TXT_008351	Blaues Madrigal Guarder Set für Männer, das mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008352	Madrigal Guarder (F) Blue Helmet
IDS_PROPITEM_TXT_008353	Ein blauer Helm für Frauen, der mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008354	Madrigal Guarder (F) Blue Suit
IDS_PROPITEM_TXT_008355	Eine blaue Rüstung für Frauen, die mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008356	Madrigal Guarder (F) Blue Gloves
IDS_PROPITEM_TXT_008357	Blaue Handschuhe für Frauen, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008358	Madrigal Guarder (F) Blue Boots
IDS_PROPITEM_TXT_008359	Blaue Stiefel für Frauen, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008360	Madrigal Guarder (F) Blue Set
IDS_PROPITEM_TXT_008361	Blaues Madrigal Guarder Set für Frauen, das mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008362	Madrigal Guarder (M) Red Helmet
IDS_PROPITEM_TXT_008363	Ein roter Helm für Männer, der mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008364	Madrigal Guarder (M) Red Suit
IDS_PROPITEM_TXT_008365	Eine rote Rüstung für Männer, die mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008366	Madrigal Guarder (M) Red Gloves
IDS_PROPITEM_TXT_008367	Rote Handschuhe für Männer, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008368	Madrigal Guarder (M) Red Boots
IDS_PROPITEM_TXT_008369	Rote Stiefel für Männer, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008370	Madrigal Guarder (M) Red Set
IDS_PROPITEM_TXT_008371	Rotes Madrigal Guarder Set für Männer, das mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008372	Madrigal Guarder (F) Red Helmet
IDS_PROPITEM_TXT_008373	Ein roter Helm für Frauen, der mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008374	Madrigal Guarder (F) Red Suit
IDS_PROPITEM_TXT_008375	Eine rote Rüstung für Frauen, die mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008376	Madrigal Guarder (F) Red Gloves
IDS_PROPITEM_TXT_008377	Rote Handschuhe für Frauen, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008378	Madrigal Guarder (F) Red Boots
IDS_PROPITEM_TXT_008379	Rote Stiefel für Frauen, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008380	Madrigal Guarder (F) Red Set
IDS_PROPITEM_TXT_008381	Rotes Madrigal Guarder Set für Frauen, das mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008382	Madrigal Guarder (M) Yellow Helmet
IDS_PROPITEM_TXT_008383	Ein gelber Helm für Männer, der mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008384	Madrigal Guarder (M) Yellow Suit
IDS_PROPITEM_TXT_008385	Eine gelbe Rüstung für Männer, die mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008386	Madrigal Guarder (M) Yellow Gloves
IDS_PROPITEM_TXT_008387	Gelbe Handschuhe für Männer, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008388	Madrigal Guarder (M) Yellow Boots
IDS_PROPITEM_TXT_008389	Gelbe Stiefel für Männer, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008390	Madrigal Guarder (M) Yellow Set
IDS_PROPITEM_TXT_008391	Gelbes Madrigal Guarder Set für Frauen, das mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008392	Madrigal Guarder (F) Yellow Helmet
IDS_PROPITEM_TXT_008393	Ein gelber Helm für Frauen, der mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008394	Madrigal Guarder (F) Yellow Suit
IDS_PROPITEM_TXT_008395	Eine gelbe Rüstung für Frauen, die mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008396	Madrigal Guarder (F) Yellow Gloves
IDS_PROPITEM_TXT_008397	Gelbe Handschuhe für Frauen, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008398	Madrigal Guarder (F) Yellow Boots
IDS_PROPITEM_TXT_008399	Gelbe Stiefel für Frauen, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008400	Madrigal Guarder (F) Yellow Set
IDS_PROPITEM_TXT_008401	Gelbes Madrigal Guarder Set für Frauen, das mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008402	Madrigal Guarder (M) Green Helmet
IDS_PROPITEM_TXT_008403	Ein grüner Helm für Männer, der mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008404	Madrigal Guarder (M) Green Suit
IDS_PROPITEM_TXT_008405	Eine grüne Rüstung für Männer, die mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008406	Madrigal Guarder (M) Green Gloves
IDS_PROPITEM_TXT_008407	Grüne Handschuhe für Männer, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008408	Madrigal Guarder (M) Green Boots
IDS_PROPITEM_TXT_008409	Grüne Stiefel für Männer, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008410	Madrigal Guarder (M) Green Set
IDS_PROPITEM_TXT_008411	Ein grünes Madrigal Guarder Set für Männer, das mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008412	Madrigal Guarder (F) Green Helmet
IDS_PROPITEM_TXT_008413	Ein grüner Helm für Frauen, der mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008414	Madrigal Guarder (F) Green Suit
IDS_PROPITEM_TXT_008415	Eine grüne Rüstung für Frauen, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008416	Madrigal Guarder (F) Green Gloves
IDS_PROPITEM_TXT_008417	Grüne Handschuhe für Frauen, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008418	Madrigal Guarder (F) Green Boots
IDS_PROPITEM_TXT_008419	Grüne Stiefel für Frauen, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008420	Madrigal Guarder (F) Green Set
IDS_PROPITEM_TXT_008421	Grünes Madrigal Guarder Set für Frauen, das mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008422	Madrigal Guarder (M) Pink Helmet
IDS_PROPITEM_TXT_008423	Ein rosaner Helm für Männer, der mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008424	Madrigal Guarder (M) Pink Suit
IDS_PROPITEM_TXT_008425	Eine rosane Rüstung für Männer, die mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008426	Madrigal Guarder (M) Pink Gloves
IDS_PROPITEM_TXT_008427	Rosane Handschuhe für Männer, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008428	Madrigal Guarder (M) Pink Boots
IDS_PROPITEM_TXT_008429	Rosane Stiefel für Männer, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008430	Madrigal Guarder (M) Pink Set
IDS_PROPITEM_TXT_008431	Rosanes Madrigal Guarder Set für Männer, das mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008432	Madrigal Guarder (F) Pink Helmet
IDS_PROPITEM_TXT_008433	Ein rosaner Helm für Frauen, der mit der modernsten Technik hergestellt wurde.
IDS_PROPITEM_TXT_008434	Madrigal Guarder (F) Pink Suit
IDS_PROPITEM_TXT_008435	Eine rosa Rüstung für Frauen, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008436	Madrigal Guarder (F) Pink Gloves
IDS_PROPITEM_TXT_008437	Rosane Handschuhe für Frauen, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008438	Madrigal Guarder (F) Pink Boots
IDS_PROPITEM_TXT_008439	Rosane Stiefel für Frauen, die mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008440	Madrigal Guarder (F) Pink Set
IDS_PROPITEM_TXT_008441	Rosane Madrigal Guarder Set für Frauen, das mit der modernsten Technik hergestellt wurden.
IDS_PROPITEM_TXT_008442	Mummy Hat (M)
IDS_PROPITEM_TXT_008443	Mumienhut für Männer, der aus Ägypten importiert wurde.
IDS_PROPITEM_TXT_008444	Mummy Suit (M)
IDS_PROPITEM_TXT_008445	Mumienkleidung für Männer, die aus Ägypten importiert wurde.
IDS_PROPITEM_TXT_008446	Mummy Gloves (M)
IDS_PROPITEM_TXT_008447	Mumienhandschuhe für Männer, die aus Ägypten importiert wurden.
IDS_PROPITEM_TXT_008448	Mummy Shoes (M)
IDS_PROPITEM_TXT_008449	Mumienschuhe für Männer, die aus Ägypten importiert wurden.
IDS_PROPITEM_TXT_008450	Mummy Set (M)
IDS_PROPITEM_TXT_008451	Mumienkostümset für Männer, das aus Ägypten importiert wurde.
IDS_PROPITEM_TXT_008452	Mummy Hat (F)
IDS_PROPITEM_TXT_008453	Mumienhut für Frauen, der aus Ägypten importiert wurde.
IDS_PROPITEM_TXT_008454	Mummy Suit (F)
IDS_PROPITEM_TXT_008455	Mumienkleidung für Frauen, die aus Ägypten importiert wurde.
IDS_PROPITEM_TXT_008456	Mummy Gloves (F)
IDS_PROPITEM_TXT_008457	Mumienhandschuhe für Frauen, die aus Ägypten importiert wurden.
IDS_PROPITEM_TXT_008458	Mummy Shoes (F)
IDS_PROPITEM_TXT_008459	Mumienschuhe für Frauen, die aus Ägypten importiert wurden.
IDS_PROPITEM_TXT_008460	Mummy Set (F)
IDS_PROPITEM_TXT_008461	Mumienkostümset für Frauen, das aus Ägypten importiert wurde.
IDS_PROPITEM_TXT_008462	Lucky Box (Glasses C)
IDS_PROPITEM_TXT_008463	Wenn du Glück hast, kannst du eine von mehreren verschiedenen Brillen aus dieser Box erhalten.
IDS_PROPITEM_TXT_008464	Lucky Box (Sunglasses)
IDS_PROPITEM_TXT_008465	Wenn du Glück hast, kannst du eine von mehreren verschiedenen Sonnenbrillen aus dieser Box erhalten.
IDS_PROPITEM_TXT_008466	Egg
IDS_PROPITEM_TXT_008467	
IDS_PROPITEM_TXT_008468	Primitive Suit (M)
IDS_PROPITEM_TXT_008469	Primitive Kleidung für Männer, welche aus Pelz gefertigt ist.
IDS_PROPITEM_TXT_008470	Primitive Shoes (M)
IDS_PROPITEM_TXT_008471	Primitive Schuhe für Männer, welche aus Pelz gefertigt sind.
IDS_PROPITEM_TXT_008472	Primitive Set (M)
IDS_PROPITEM_TXT_008473	Primitives Kostüm Set für Männer, das aus Pelz gemacht ist.
IDS_PROPITEM_TXT_008474	Primitive Suit (F)
IDS_PROPITEM_TXT_008475	Primitive Kleidung für Frauen, welche aus Pelz gefertigt ist.
IDS_PROPITEM_TXT_008476	Primitive Shoes (F)
IDS_PROPITEM_TXT_008477	Primitive Schuhe für Frauen, welche aus Pelz gefertigt sind.
IDS_PROPITEM_TXT_008478	Primitive Set (F)
IDS_PROPITEM_TXT_008479	Primitives Kostüm Set für Frauen, das aus Pelz gemacht ist.
IDS_PROPITEM_TXT_008480	Seedling
IDS_PROPITEM_TXT_008481	Öffne es und genieße dein Geschenk!
IDS_PROPITEM_TXT_008482	Spring Gift Box 50
IDS_PROPITEM_TXT_008483	Öffne es und genieße dein Geschenk!
IDS_PROPITEM_TXT_008484	Spring Gift Box 150
IDS_PROPITEM_TXT_008485	Öffne es und genieße dein Geschenk!
IDS_PROPITEM_TXT_008486	Spring Gift Box 200
IDS_PROPITEM_TXT_008487	Öffne es und genieße dein Geschenk!
IDS_PROPITEM_TXT_008488	Spring Gift Box 500
IDS_PROPITEM_TXT_008489	Öffne es und genieße dein Geschenk!
IDS_PROPITEM_TXT_008490	Mistake of Pet Trainer
IDS_PROPITEM_TXT_008491	Setzt das Pet auf die vorherige Klasse zurück, aber auf 99,99% der EXP. Nun kann man erneut mit dem Pet Tamer sprechen, eine neue Stufe und einen neuen Statuswert erhalten (Dies ist nur mit den folgenden Klassen möglich: C/B/A/S).
IDS_PROPITEM_TXT_008492	Miracle of Pet Trainer
IDS_PROPITEM_TXT_008493	Das Pet erhält einen zufälligen Statuswert für die momentane und die vorhergehende Klasse. Es ist nötig die Klasse bei diesem Vorgang zu wechseln. (Dies ist nur möglich mit den folgenden Klassen: B/A/S)
IDS_PROPITEM_TXT_008494	Nutrient for Pet (A)
IDS_PROPITEM_TXT_008495	Die HP deines Pets wird 10 Minuten lang nicht sinken, wenn du dieses Item benutzt.
IDS_PROPITEM_TXT_008496	Nutrient for Pet (B)
IDS_PROPITEM_TXT_008497	
IDS_PROPITEM_TXT_008498	Pet Energy
IDS_PROPITEM_TXT_008499	Dieses Item gibt deinem Pet per Zufall zwischen 1 und 5 Leben dazu, wenn es noch am Leben ist.
IDS_PROPITEM_TXT_008500	Pet Food Bag
IDS_PROPITEM_TXT_008501	Dieser Futtersack füttert dein Pet automatisch. Hinweis: Das Säckchen hat eine Lebensdauer von 6 Stunden in Echtzeit. (Petfood muss vorhanden sein) Ausloggen verlängert NICHT die Wirkungsdauer!
IDS_PROPITEM_TXT_008502	Hatching Promoter
IDS_PROPITEM_TXT_008503	Wenn man diesen Gegenstand benutzt, schlüpft das Ei sofort und wird zu einem Klasse D Pet.
IDS_PROPITEM_TXT_008504	Pet Food
IDS_PROPITEM_TXT_008505	
IDS_PROPITEM_TXT_008506	Pet Food Maker
IDS_PROPITEM_TXT_008507	
IDS_PROPITEM_TXT_008508	Party Skill Full
IDS_PROPITEM_TXT_008509	Vergrößert die verfügbare Reichweite von Party Skills
IDS_PROPITEM_TXT_008510	Special Upcut Stone
IDS_PROPITEM_TXT_008511	Magischer Stein welcher die Stärke der Attacken um 20% erhöht
